,district,dt,future_dt,temp,feels_like,pressure,humidity,dew_point,clouds,uvi,visibility,wind_speed,wind_gust,wind_deg,pop,rain_1h,snow_1h,weather_id,weather_main,weather_description,weather_icon
2102,Dublin 12,2025-02-22 12:04:26,2025-02-24 02:00:00,280.98,277.23,1005,84,277.92,87,0.0,10000,7.22,15.05,227,0.0,,,804,Clouds,overcast clouds,04n
2103,Dublin 12,2025-02-22 12:04:26,2025-02-24 03:00:00,280.57,276.95,1005,85,277.71,60,0.0,10000,6.48,14.52,227,0.0,,,803,Clouds,broken clouds,04n
2104,Dublin 12,2025-02-22 12:04:26,2025-02-24 04:00:00,280.31,276.58,1005,86,277.54,45,0.0,10000,6.58,14.32,229,0.0,,,802,Clouds,scattered clouds,03n
2105,Dublin 12,2025-02-22 12:04:26,2025-02-24 05:00:00,280.15,276.34,1005,85,277.3,35,0.0,10000,6.67,14.3,229,0.0,,,802,Clouds,scattered clouds,03n
2106,Dublin 12,2025-02-22 12:04:26,2025-02-24 06:00:00,280.01,276.29,1006,84,276.98,31,0.0,10000,6.31,13.86,227,0.0,,,802,Clouds,scattered clouds,03n
2107,Dublin 12,2025-02-22 12:04:26,2025-02-24 07:00:00,280.06,276.41,1006,84,277.03,11,0.0,10000,6.16,13.48,229,0.0,,,801,Clouds,few clouds,02n
2108,Dublin 12,2025-02-22 12:04:26,2025-02-24 08:00:00,280.03,276.49,1006,85,277.22,13,0.09,10000,5.84,13.13,232,0.0,,,801,Clouds,few clouds,02d
2109,Dublin 12,2025-02-22 12:04:26,2025-02-24 09:00:00,280.61,277.34,1007,84,277.56,17,0.33,10000,5.55,12.02,232,0.0,,,801,Clouds,few clouds,02d
2110,Dublin 12,2025-02-22 12:04:26,2025-02-24 10:00:00,281.52,278.65,1007,81,277.89,33,0.64,10000,5.12,11.06,238,0.0,,,802,Clouds,scattered clouds,03d
2111,Dublin 12,2025-02-22 12:04:26,2025-02-24 11:00:00,282.29,279.58,1008,74,277.31,44,1.0,10000,5.21,9.4,242,0.0,,,802,Clouds,scattered clouds,03d
2112,Dublin 12,2025-02-22 13:05:21,2025-02-22 13:00:00,285.22,284.28,1010,69,279.71,40,1.14,10000,5.98,9.1,250,0.0,,,802,Clouds,scattered clouds,03d
2113,Dublin 12,2025-02-22 13:05:21,2025-02-22 14:00:00,285.05,284.07,1010,68,279.34,33,0.92,10000,5.6,8.89,248,0.0,,,802,Clouds,scattered clouds,03d
2114,Dublin 12,2025-02-22 13:05:21,2025-02-22 15:00:00,284.87,283.87,1010,68,279.17,27,0.6,10000,5.06,8.99,243,0.0,,,802,Clouds,scattered clouds,03d
2115,Dublin 12,2025-02-22 13:05:21,2025-02-22 16:00:00,284.39,283.42,1011,71,279.33,20,0.28,10000,4.51,8.68,240,0.0,,,801,Clouds,few clouds,02d
2116,Dublin 12,2025-02-22 13:05:21,2025-02-22 17:00:00,283.2,282.19,1012,74,278.78,13,0.0,10000,4.0,8.89,229,0.0,,,801,Clouds,few clouds,02d
2117,Dublin 12,2025-02-22 13:05:21,2025-02-22 18:00:00,280.84,278.59,1014,83,277.54,5,0.0,10000,3.48,8.81,220,0.0,,,800,Clear,clear sky,01n
2118,Dublin 12,2025-02-22 13:05:21,2025-02-22 19:00:00,279.83,277.67,1014,88,277.41,13,0.0,10000,3.0,7.75,204,0.0,,,801,Clouds,few clouds,02n
2119,Dublin 12,2025-02-22 13:05:21,2025-02-22 20:00:00,279.49,277.26,1014,88,277.18,6,0.0,10000,3.01,4.99,183,0.0,,,800,Clear,clear sky,01n
2120,Dublin 12,2025-02-22 13:05:21,2025-02-22 21:00:00,279.25,277.04,1015,90,277.19,7,0.0,10000,2.91,4.32,183,0.0,,,800,Clear,clear sky,01n
2121,Dublin 12,2025-02-22 13:05:21,2025-02-22 22:00:00,279.85,277.39,1014,83,276.66,12,0.0,10000,3.49,8.58,190,0.0,,,801,Clouds,few clouds,02n
2122,Dublin 12,2025-02-22 13:05:21,2025-02-22 23:00:00,279.76,277.28,1014,80,276.1,26,0.0,10000,3.48,8.19,180,0.0,,,802,Clouds,scattered clouds,03n
2123,Dublin 12,2025-02-22 13:05:21,2025-02-23 00:00:00,280.01,277.22,1013,81,276.46,25,0.0,10000,4.15,10.01,178,0.0,,,802,Clouds,scattered clouds,03n
2124,Dublin 12,2025-02-22 13:05:21,2025-02-23 01:00:00,280.74,277.88,1013,79,276.87,99,0.0,10000,4.65,12.15,177,0.0,,,804,Clouds,overcast clouds,04n
2125,Dublin 12,2025-02-22 13:05:21,2025-02-23 02:00:00,281.56,278.32,1011,78,277.38,99,0.0,10000,6.15,15.67,179,0.0,,,804,Clouds,overcast clouds,04n
2126,Dublin 12,2025-02-22 13:05:21,2025-02-23 03:00:00,282.34,278.75,1010,77,277.93,100,0.0,10000,8.06,18.58,182,0.0,,,804,Clouds,overcast clouds,04n
2127,Dublin 12,2025-02-22 13:05:21,2025-02-23 04:00:00,282.9,279.22,1009,75,278.24,100,0.0,10000,9.13,20.87,185,0.0,,,804,Clouds,overcast clouds,04n
2128,Dublin 12,2025-02-22 13:05:21,2025-02-23 05:00:00,282.8,278.87,1007,78,278.53,100,0.0,10000,10.13,21.42,188,0.2,,,500,Rain,light rain,10n
2129,Dublin 12,2025-02-22 13:05:21,2025-02-23 06:00:00,282.55,278.31,1006,80,278.75,100,0.0,10000,11.26,23.17,185,0.38,,,500,Rain,light rain,10n
2130,Dublin 12,2025-02-22 13:05:21,2025-02-23 07:00:00,282.65,278.49,1004,83,279.46,100,0.0,10000,11.03,23.03,180,0.63,,,500,Rain,light rain,10n
2131,Dublin 12,2025-02-22 13:05:21,2025-02-23 08:00:00,283.0,279.09,1003,87,280.38,100,0.01,6644,10.36,23.83,183,1.0,,,501,Rain,moderate rain,10d
2132,Dublin 12,2025-02-22 13:05:21,2025-02-23 09:00:00,283.6,282.97,1002,87,281.03,100,0.07,8006,9.98,22.96,188,1.0,,,501,Rain,moderate rain,10d
2133,Dublin 12,2025-02-22 13:05:21,2025-02-23 10:00:00,284.07,283.49,1001,87,281.54,100,0.07,6286,9.8,22.36,188,1.0,,,501,Rain,moderate rain,10d
2134,Dublin 12,2025-02-22 13:05:21,2025-02-23 11:00:00,284.57,284.04,1001,87,281.93,100,0.14,6503,10.03,23.27,193,1.0,,,501,Rain,moderate rain,10d
2135,Dublin 12,2025-02-22 13:05:21,2025-02-23 12:00:00,284.98,284.52,1000,88,282.54,100,0.15,10000,9.74,24.1,195,1.0,,,501,Rain,moderate rain,10d
2136,Dublin 12,2025-02-22 13:05:21,2025-02-23 13:00:00,285.11,284.69,1000,89,282.78,100,0.24,9517,11.52,20.48,209,1.0,,,501,Rain,moderate rain,10d
2137,Dublin 12,2025-02-22 13:05:21,2025-02-23 14:00:00,284.26,283.67,1000,86,281.42,100,0.13,10000,9.15,19.92,211,1.0,,,500,Rain,light rain,10d
2138,Dublin 12,2025-02-22 13:05:21,2025-02-23 15:00:00,283.67,282.97,1001,84,280.62,100,0.06,10000,9.38,15.55,211,1.0,,,500,Rain,light rain,10d
2139,Dublin 12,2025-02-22 13:05:21,2025-02-23 16:00:00,283.49,282.77,1001,84,280.33,100,0.1,10000,8.84,16.26,211,0.8,,,804,Clouds,overcast clouds,04d
2140,Dublin 12,2025-02-22 13:05:21,2025-02-23 17:00:00,283.44,282.69,1001,83,280.26,80,0.0,10000,9.27,17.11,216,0.8,,,803,Clouds,broken clouds,04d
2141,Dublin 12,2025-02-22 13:05:21,2025-02-23 18:00:00,283.05,279.45,1002,83,279.8,72,0.0,10000,8.99,16.41,215,0.8,,,803,Clouds,broken clouds,04n
2142,Dublin 12,2025-02-22 13:05:21,2025-02-23 19:00:00,282.7,278.97,1002,83,279.56,3,0.0,10000,9.07,16.77,215,0.0,,,800,Clear,clear sky,01n
2143,Dublin 12,2025-02-22 13:05:21,2025-02-23 20:00:00,282.33,278.56,1003,84,279.27,38,0.0,10000,8.78,16.79,218,0.0,,,802,Clouds,scattered clouds,03n
2144,Dublin 12,2025-02-22 13:05:21,2025-02-23 21:00:00,282.09,278.33,1003,84,278.94,60,0.0,10000,8.42,16.23,219,0.0,,,803,Clouds,broken clouds,04n
2145,Dublin 12,2025-02-22 13:05:21,2025-02-23 22:00:00,281.92,278.13,1004,83,278.68,70,0.0,10000,8.36,16.38,220,0.0,,,803,Clouds,broken clouds,04n
2146,Dublin 12,2025-02-22 13:05:21,2025-02-23 23:00:00,281.46,277.67,1004,84,278.48,56,0.0,10000,7.85,15.78,219,0.0,,,803,Clouds,broken clouds,04n
2147,Dublin 12,2025-02-22 13:05:21,2025-02-24 00:00:00,281.29,277.48,1004,85,278.35,44,0.0,10000,7.73,15.52,219,0.0,,,802,Clouds,scattered clouds,03n
2148,Dublin 12,2025-02-22 13:05:21,2025-02-24 01:00:00,281.34,277.73,1004,84,278.28,100,0.0,10000,7.1,14.93,226,0.0,,,804,Clouds,overcast clouds,04n
2149,Dublin 12,2025-02-22 13:05:21,2025-02-24 02:00:00,280.98,277.23,1005,84,277.92,87,0.0,10000,7.22,15.05,227,0.0,,,804,Clouds,overcast clouds,04n
2150,Dublin 12,2025-02-22 13:05:21,2025-02-24 03:00:00,280.57,276.95,1005,85,277.71,60,0.0,10000,6.48,14.52,227,0.0,,,803,Clouds,broken clouds,04n
2151,Dublin 12,2025-02-22 13:05:21,2025-02-24 04:00:00,280.31,276.58,1005,86,277.54,45,0.0,10000,6.58,14.32,229,0.0,,,802,Clouds,scattered clouds,03n
2152,Dublin 12,2025-02-22 13:05:21,2025-02-24 05:00:00,280.15,276.34,1005,85,277.3,35,0.0,10000,6.67,14.3,229,0.0,,,802,Clouds,scattered clouds,03n
2153,Dublin 12,2025-02-22 13:05:21,2025-02-24 06:00:00,280.01,276.29,1006,84,276.98,31,0.0,10000,6.31,13.86,227,0.0,,,802,Clouds,scattered clouds,03n
2154,Dublin 12,2025-02-22 13:05:21,2025-02-24 07:00:00,280.06,276.41,1006,84,277.03,11,0.0,10000,6.16,13.48,229,0.0,,,801,Clouds,few clouds,02n
2155,Dublin 12,2025-02-22 13:05:21,2025-02-24 08:00:00,280.03,276.49,1006,85,277.22,13,0.09,10000,5.84,13.13,232,0.0,,,801,Clouds,few clouds,02d
2156,Dublin 12,2025-02-22 13:05:21,2025-02-24 09:00:00,280.61,277.34,1007,84,277.56,17,0.33,10000,5.55,12.02,232,0.0,,,801,Clouds,few clouds,02d
2157,Dublin 12,2025-02-22 13:05:21,2025-02-24 10:00:00,281.52,278.65,1007,81,277.89,33,0.64,10000,5.12,11.06,238,0.0,,,802,Clouds,scattered clouds,03d
2158,Dublin 12,2025-02-22 13:05:21,2025-02-24 11:00:00,282.29,279.58,1008,74,277.31,44,1.0,10000,5.21,9.4,242,0.0,,,802,Clouds,scattered clouds,03d
2159,Dublin 12,2025-02-22 13:05:21,2025-02-24 12:00:00,283.11,280.56,1008,65,276.43,38,1.22,10000,5.34,8.18,239,0.0,,,802,Clouds,scattered clouds,03d
2160,Dublin 12,2025-02-22 14:06:17,2025-02-22 14:00:00,285.67,284.65,1011,64,279.05,75,0.92,10000,5.6,8.89,248,0.0,,,803,Clouds,broken clouds,04d
2161,Dublin 12,2025-02-22 14:06:17,2025-02-22 15:00:00,285.4,284.38,1011,65,279.02,61,0.6,10000,5.06,8.99,243,0.0,,,803,Clouds,broken clouds,04d
2162,Dublin 12,2025-02-22 14:06:17,2025-02-22 16:00:00,284.94,283.92,1011,67,279.02,48,0.28,10000,4.51,8.68,240,0.0,,,802,Clouds,scattered clouds,03d
2163,Dublin 12,2025-02-22 14:06:17,2025-02-22 17:00:00,283.89,282.87,1012,71,278.85,34,0.0,10000,4.0,8.89,229,0.0,,,802,Clouds,scattered clouds,03d
2164,Dublin 12,2025-02-22 14:06:17,2025-02-22 18:00:00,281.81,279.77,1013,80,278.56,19,0.0,10000,3.48,8.81,220,0.0,,,801,Clouds,few clouds,02n
2165,Dublin 12,2025-02-22 14:06:17,2025-02-22 19:00:00,279.83,277.67,1014,88,277.41,13,0.0,10000,3.0,7.75,204,0.0,,,801,Clouds,few clouds,02n
2166,Dublin 12,2025-02-22 14:06:17,2025-02-22 20:00:00,279.49,277.26,1014,88,277.18,6,0.0,10000,3.01,4.99,183,0.0,,,800,Clear,clear sky,01n
2167,Dublin 12,2025-02-22 14:06:17,2025-02-22 21:00:00,279.25,277.04,1015,90,277.19,7,0.0,10000,2.91,4.32,183,0.0,,,800,Clear,clear sky,01n
2168,Dublin 12,2025-02-22 14:06:17,2025-02-22 22:00:00,279.85,277.39,1014,83,276.66,12,0.0,10000,3.49,8.58,190,0.0,,,801,Clouds,few clouds,02n
2169,Dublin 12,2025-02-22 14:06:17,2025-02-22 23:00:00,279.76,277.28,1014,80,276.1,26,0.0,10000,3.48,8.19,180,0.0,,,802,Clouds,scattered clouds,03n
2170,Dublin 12,2025-02-22 14:06:17,2025-02-23 00:00:00,280.01,277.22,1013,81,276.46,25,0.0,10000,4.15,10.01,178,0.0,,,802,Clouds,scattered clouds,03n
2171,Dublin 12,2025-02-22 14:06:17,2025-02-23 01:00:00,280.74,277.88,1013,79,276.87,99,0.0,10000,4.65,12.15,177,0.0,,,804,Clouds,overcast clouds,04n
2172,Dublin 12,2025-02-22 14:06:17,2025-02-23 02:00:00,281.56,278.32,1011,78,277.38,99,0.0,10000,6.15,15.67,179,0.0,,,804,Clouds,overcast clouds,04n
2173,Dublin 12,2025-02-22 14:06:17,2025-02-23 03:00:00,282.34,278.75,1010,77,277.93,100,0.0,10000,8.06,18.58,182,0.0,,,804,Clouds,overcast clouds,04n
2174,Dublin 12,2025-02-22 14:06:17,2025-02-23 04:00:00,282.9,279.22,1009,75,278.24,100,0.0,10000,9.13,20.87,185,0.0,,,804,Clouds,overcast clouds,04n
2175,Dublin 12,2025-02-22 14:06:17,2025-02-23 05:00:00,282.8,278.87,1007,78,278.53,100,0.0,10000,10.13,21.42,188,0.2,,,500,Rain,light rain,10n
2176,Dublin 12,2025-02-22 14:06:17,2025-02-23 06:00:00,282.55,278.31,1006,80,278.75,100,0.0,10000,11.26,23.17,185,0.38,,,500,Rain,light rain,10n
2177,Dublin 12,2025-02-22 14:06:17,2025-02-23 07:00:00,282.65,278.49,1004,83,279.46,100,0.0,10000,11.03,23.03,180,0.63,,,500,Rain,light rain,10n
2178,Dublin 12,2025-02-22 14:06:17,2025-02-23 08:00:00,283.0,279.09,1003,87,280.38,100,0.01,6644,10.36,23.83,183,1.0,,,501,Rain,moderate rain,10d
2179,Dublin 12,2025-02-22 14:06:17,2025-02-23 09:00:00,283.6,282.97,1002,87,281.03,100,0.07,8006,9.98,22.96,188,1.0,,,501,Rain,moderate rain,10d
2180,Dublin 12,2025-02-22 14:06:17,2025-02-23 10:00:00,284.07,283.49,1001,87,281.54,100,0.07,6286,9.8,22.36,188,1.0,,,501,Rain,moderate rain,10d
2181,Dublin 12,2025-02-22 14:06:17,2025-02-23 11:00:00,284.57,284.04,1001,87,281.93,100,0.14,6503,10.03,23.27,193,1.0,,,501,Rain,moderate rain,10d
2182,Dublin 12,2025-02-22 14:06:17,2025-02-23 12:00:00,284.98,284.52,1000,88,282.54,100,0.15,10000,9.74,24.1,195,1.0,,,501,Rain,moderate rain,10d
2183,Dublin 12,2025-02-22 14:06:17,2025-02-23 13:00:00,285.11,284.69,1000,89,282.78,100,0.24,9517,11.52,20.48,209,1.0,,,501,Rain,moderate rain,10d
2184,Dublin 12,2025-02-22 14:06:17,2025-02-23 14:00:00,284.26,283.67,1000,86,281.42,100,0.13,10000,9.15,19.92,211,1.0,,,500,Rain,light rain,10d
2185,Dublin 12,2025-02-22 14:06:17,2025-02-23 15:00:00,283.67,282.97,1001,84,280.62,100,0.06,10000,9.38,15.55,211,1.0,,,500,Rain,light rain,10d
2186,Dublin 12,2025-02-22 14:06:17,2025-02-23 16:00:00,283.49,282.77,1001,84,280.33,100,0.1,10000,8.84,16.26,211,0.8,,,804,Clouds,overcast clouds,04d
2187,Dublin 12,2025-02-22 14:06:17,2025-02-23 17:00:00,283.44,282.69,1001,83,280.26,80,0.0,10000,9.27,17.11,216,0.8,,,803,Clouds,broken clouds,04d
2188,Dublin 12,2025-02-22 14:06:17,2025-02-23 18:00:00,283.05,279.45,1002,83,279.8,72,0.0,10000,8.99,16.41,215,0.8,,,803,Clouds,broken clouds,04n
2189,Dublin 12,2025-02-22 14:06:17,2025-02-23 19:00:00,282.7,278.97,1002,83,279.56,3,0.0,10000,9.07,16.77,215,0.0,,,800,Clear,clear sky,01n
2190,Dublin 12,2025-02-22 14:06:17,2025-02-23 20:00:00,282.33,278.56,1003,84,279.27,38,0.0,10000,8.78,16.79,218,0.0,,,802,Clouds,scattered clouds,03n
2191,Dublin 12,2025-02-22 14:06:17,2025-02-23 21:00:00,282.09,278.33,1003,84,278.94,60,0.0,10000,8.42,16.23,219,0.0,,,803,Clouds,broken clouds,04n
2192,Dublin 12,2025-02-22 14:06:17,2025-02-23 22:00:00,281.92,278.13,1004,83,278.68,70,0.0,10000,8.36,16.38,220,0.0,,,803,Clouds,broken clouds,04n
2193,Dublin 12,2025-02-22 14:06:17,2025-02-23 23:00:00,281.46,277.67,1004,84,278.48,56,0.0,10000,7.85,15.78,219,0.0,,,803,Clouds,broken clouds,04n
2194,Dublin 12,2025-02-22 14:06:17,2025-02-24 00:00:00,281.29,277.48,1004,85,278.35,44,0.0,10000,7.73,15.52,219,0.0,,,802,Clouds,scattered clouds,03n
2195,Dublin 12,2025-02-22 14:06:17,2025-02-24 01:00:00,281.34,277.73,1004,84,278.28,100,0.0,10000,7.1,14.93,226,0.0,,,804,Clouds,overcast clouds,04n
2196,Dublin 12,2025-02-22 14:06:17,2025-02-24 02:00:00,280.98,277.23,1005,84,277.92,87,0.0,10000,7.22,15.05,227,0.0,,,804,Clouds,overcast clouds,04n
2197,Dublin 12,2025-02-22 14:06:17,2025-02-24 03:00:00,280.57,276.95,1005,85,277.71,60,0.0,10000,6.48,14.52,227,0.0,,,803,Clouds,broken clouds,04n
2198,Dublin 12,2025-02-22 14:06:17,2025-02-24 04:00:00,280.31,276.58,1005,86,277.54,45,0.0,10000,6.58,14.32,229,0.0,,,802,Clouds,scattered clouds,03n
2199,Dublin 12,2025-02-22 14:06:17,2025-02-24 05:00:00,280.15,276.34,1005,85,277.3,35,0.0,10000,6.67,14.3,229,0.0,,,802,Clouds,scattered clouds,03n
2200,Dublin 12,2025-02-22 14:06:17,2025-02-24 06:00:00,280.01,276.29,1006,84,276.98,31,0.0,10000,6.31,13.86,227,0.0,,,802,Clouds,scattered clouds,03n
2201,Dublin 12,2025-02-22 14:06:17,2025-02-24 07:00:00,280.06,276.41,1006,84,277.03,11,0.0,10000,6.16,13.48,229,0.0,,,801,Clouds,few clouds,02n
2202,Dublin 12,2025-02-22 14:06:17,2025-02-24 08:00:00,280.03,276.49,1006,85,277.22,13,0.09,10000,5.84,13.13,232,0.0,,,801,Clouds,few clouds,02d
2203,Dublin 12,2025-02-22 14:06:17,2025-02-24 09:00:00,280.61,277.34,1007,84,277.56,17,0.33,10000,5.55,12.02,232,0.0,,,801,Clouds,few clouds,02d
2204,Dublin 12,2025-02-22 14:06:17,2025-02-24 10:00:00,281.52,278.65,1007,81,277.89,33,0.64,10000,5.12,11.06,238,0.0,,,802,Clouds,scattered clouds,03d
2205,Dublin 12,2025-02-22 14:06:17,2025-02-24 11:00:00,282.29,279.58,1008,74,277.31,44,1.0,10000,5.21,9.4,242,0.0,,,802,Clouds,scattered clouds,03d
2206,Dublin 12,2025-02-22 14:06:17,2025-02-24 12:00:00,283.11,280.56,1008,65,276.43,38,1.22,10000,5.34,8.18,239,0.0,,,802,Clouds,scattered clouds,03d
2207,Dublin 12,2025-02-22 14:06:17,2025-02-24 13:00:00,283.74,282.5,1008,63,276.57,12,1.2,10000,5.45,8.35,237,0.0,,,801,Clouds,few clouds,02d
2208,Dublin 12,2025-02-22 15:07:15,2025-02-22 15:00:00,286.02,284.98,1011,62,278.93,40,0.6,10000,5.06,8.99,243,0.0,,,802,Clouds,scattered clouds,03d
2209,Dublin 12,2025-02-22 15:07:15,2025-02-22 16:00:00,285.58,284.55,1011,64,278.97,33,0.28,10000,4.51,8.68,240,0.0,,,802,Clouds,scattered clouds,03d
2210,Dublin 12,2025-02-22 15:07:15,2025-02-22 17:00:00,284.69,283.68,1012,68,278.99,26,0.0,10000,4.0,8.89,229,0.0,,,802,Clouds,scattered clouds,03d
2211,Dublin 12,2025-02-22 15:07:15,2025-02-22 18:00:00,282.91,281.11,1013,75,278.7,19,0.0,10000,3.48,8.81,220,0.0,,,801,Clouds,few clouds,02n
2212,Dublin 12,2025-02-22 15:07:15,2025-02-22 19:00:00,281.07,279.16,1013,83,278.36,18,0.0,10000,3.0,7.75,204,0.0,,,801,Clouds,few clouds,02n
2213,Dublin 12,2025-02-22 15:07:15,2025-02-22 20:00:00,279.49,277.26,1014,88,277.18,6,0.0,10000,3.01,4.99,183,0.0,,,800,Clear,clear sky,01n
2214,Dublin 12,2025-02-22 15:07:15,2025-02-22 21:00:00,279.25,277.04,1015,90,277.19,7,0.0,10000,2.91,4.32,183,0.0,,,800,Clear,clear sky,01n
2215,Dublin 12,2025-02-22 15:07:15,2025-02-22 22:00:00,279.85,277.39,1014,83,276.66,12,0.0,10000,3.49,8.58,190,0.0,,,801,Clouds,few clouds,02n
2216,Dublin 12,2025-02-22 15:07:15,2025-02-22 23:00:00,279.76,277.28,1014,80,276.1,26,0.0,10000,3.48,8.19,180,0.0,,,802,Clouds,scattered clouds,03n
2217,Dublin 12,2025-02-22 15:07:15,2025-02-23 00:00:00,280.01,277.22,1013,81,276.46,25,0.0,10000,4.15,10.01,178,0.0,,,802,Clouds,scattered clouds,03n
2218,Dublin 12,2025-02-22 15:07:15,2025-02-23 01:00:00,280.74,277.88,1013,79,276.87,99,0.0,10000,4.65,12.15,177,0.0,,,804,Clouds,overcast clouds,04n
2219,Dublin 12,2025-02-22 15:07:15,2025-02-23 02:00:00,281.56,278.32,1011,78,277.38,99,0.0,10000,6.15,15.67,179,0.0,,,804,Clouds,overcast clouds,04n
2220,Dublin 12,2025-02-22 15:07:15,2025-02-23 03:00:00,282.34,278.75,1010,77,277.93,100,0.0,10000,8.06,18.58,182,0.0,,,804,Clouds,overcast clouds,04n
2221,Dublin 12,2025-02-22 15:07:15,2025-02-23 04:00:00,282.9,279.22,1009,75,278.24,100,0.0,10000,9.13,20.87,185,0.0,,,804,Clouds,overcast clouds,04n
2222,Dublin 12,2025-02-22 15:07:15,2025-02-23 05:00:00,282.8,278.87,1007,78,278.53,100,0.0,10000,10.13,21.42,188,0.2,,,500,Rain,light rain,10n
2223,Dublin 12,2025-02-22 15:07:15,2025-02-23 06:00:00,282.55,278.31,1006,80,278.75,100,0.0,10000,11.26,23.17,185,0.38,,,500,Rain,light rain,10n
2224,Dublin 12,2025-02-22 15:07:15,2025-02-23 07:00:00,282.65,278.49,1004,83,279.46,100,0.0,10000,11.03,23.03,180,0.63,,,500,Rain,light rain,10n
2225,Dublin 12,2025-02-22 15:07:15,2025-02-23 08:00:00,283.0,279.09,1003,87,280.38,100,0.01,6644,10.36,23.83,183,1.0,,,501,Rain,moderate rain,10d
2226,Dublin 12,2025-02-22 15:07:15,2025-02-23 09:00:00,283.6,282.97,1002,87,281.03,100,0.07,8006,9.98,22.96,188,1.0,,,501,Rain,moderate rain,10d
2227,Dublin 12,2025-02-22 15:07:15,2025-02-23 10:00:00,284.07,283.49,1001,87,281.54,100,0.07,6286,9.8,22.36,188,1.0,,,501,Rain,moderate rain,10d
2228,Dublin 12,2025-02-22 15:07:15,2025-02-23 11:00:00,284.57,284.04,1001,87,281.93,100,0.14,6503,10.03,23.27,193,1.0,,,501,Rain,moderate rain,10d
2229,Dublin 12,2025-02-22 15:07:15,2025-02-23 12:00:00,284.98,284.52,1000,88,282.54,100,0.15,10000,9.74,24.1,195,1.0,,,501,Rain,moderate rain,10d
2230,Dublin 12,2025-02-22 15:07:15,2025-02-23 13:00:00,285.11,284.69,1000,89,282.78,100,0.24,9517,11.52,20.48,209,1.0,,,501,Rain,moderate rain,10d
2231,Dublin 12,2025-02-22 15:07:15,2025-02-23 14:00:00,284.26,283.67,1000,86,281.42,100,0.13,10000,9.15,19.92,211,1.0,,,500,Rain,light rain,10d
2232,Dublin 12,2025-02-22 15:07:15,2025-02-23 15:00:00,283.67,282.97,1001,84,280.62,100,0.06,10000,9.38,15.55,211,1.0,,,500,Rain,light rain,10d
2233,Dublin 12,2025-02-22 15:07:15,2025-02-23 16:00:00,283.49,282.77,1001,84,280.33,100,0.1,10000,8.84,16.26,211,0.8,,,804,Clouds,overcast clouds,04d
2234,Dublin 12,2025-02-22 15:07:15,2025-02-23 17:00:00,283.44,282.69,1001,83,280.26,80,0.0,10000,9.27,17.11,216,0.8,,,803,Clouds,broken clouds,04d
2235,Dublin 12,2025-02-22 15:07:15,2025-02-23 18:00:00,283.05,279.45,1002,83,279.8,72,0.0,10000,8.99,16.41,215,0.8,,,803,Clouds,broken clouds,04n
2236,Dublin 12,2025-02-22 15:07:15,2025-02-23 19:00:00,282.7,278.97,1002,83,279.56,3,0.0,10000,9.07,16.77,215,0.0,,,800,Clear,clear sky,01n
2237,Dublin 12,2025-02-22 15:07:15,2025-02-23 20:00:00,282.33,278.56,1003,84,279.27,38,0.0,10000,8.78,16.79,218,0.0,,,802,Clouds,scattered clouds,03n
2238,Dublin 12,2025-02-22 15:07:15,2025-02-23 21:00:00,282.09,278.33,1003,84,278.94,60,0.0,10000,8.42,16.23,219,0.0,,,803,Clouds,broken clouds,04n
2239,Dublin 12,2025-02-22 15:07:15,2025-02-23 22:00:00,281.92,278.13,1004,83,278.68,70,0.0,10000,8.36,16.38,220,0.0,,,803,Clouds,broken clouds,04n
2240,Dublin 12,2025-02-22 15:07:15,2025-02-23 23:00:00,281.46,277.67,1004,84,278.48,56,0.0,10000,7.85,15.78,219,0.0,,,803,Clouds,broken clouds,04n
2241,Dublin 12,2025-02-22 15:07:15,2025-02-24 00:00:00,281.29,277.48,1004,85,278.35,44,0.0,10000,7.73,15.52,219,0.0,,,802,Clouds,scattered clouds,03n
2242,Dublin 12,2025-02-22 15:07:15,2025-02-24 01:00:00,281.34,277.73,1004,84,278.28,100,0.0,10000,7.1,14.93,226,0.0,,,804,Clouds,overcast clouds,04n
2243,Dublin 12,2025-02-22 15:07:15,2025-02-24 02:00:00,280.98,277.23,1005,84,277.92,87,0.0,10000,7.22,15.05,227,0.0,,,804,Clouds,overcast clouds,04n
2244,Dublin 12,2025-02-22 15:07:15,2025-02-24 03:00:00,280.57,276.95,1005,85,277.71,60,0.0,10000,6.48,14.52,227,0.0,,,803,Clouds,broken clouds,04n
2245,Dublin 12,2025-02-22 15:07:15,2025-02-24 04:00:00,280.31,276.58,1005,86,277.54,45,0.0,10000,6.58,14.32,229,0.0,,,802,Clouds,scattered clouds,03n
2246,Dublin 12,2025-02-22 15:07:15,2025-02-24 05:00:00,280.15,276.34,1005,85,277.3,35,0.0,10000,6.67,14.3,229,0.0,,,802,Clouds,scattered clouds,03n
2247,Dublin 12,2025-02-22 15:07:15,2025-02-24 06:00:00,280.01,276.29,1006,84,276.98,31,0.0,10000,6.31,13.86,227,0.0,,,802,Clouds,scattered clouds,03n
2248,Dublin 12,2025-02-22 15:07:15,2025-02-24 07:00:00,280.06,276.41,1006,84,277.03,11,0.0,10000,6.16,13.48,229,0.0,,,801,Clouds,few clouds,02n
2249,Dublin 12,2025-02-22 15:07:15,2025-02-24 08:00:00,280.03,276.49,1006,85,277.22,13,0.09,10000,5.84,13.13,232,0.0,,,801,Clouds,few clouds,02d
