district,dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,uvi,visibility,wind_speed,wind_gust,wind_deg,rain_1h,snow_1h,weather_id,weather_main,weather_description,weather_icon
Dublin 5,2025-02-22 15:06:52,2025-02-22 07:28:13,2025-02-22 17:48:38,285.65,284.63,1011,64,,40,0.6,,6.17,11.32,,,,802,Clouds,scattered clouds,03d
Dublin 5,2025-02-22 16:07:47,2025-02-22 07:28:13,2025-02-22 17:48:38,285.24,284.2,1012,65,,40,0.28,,4.12,,,,,802,Clouds,scattered clouds,03d
Dublin 5,2025-02-22 17:08:43,2025-02-22 07:28:13,2025-02-22 17:48:38,285.36,284.26,1012,62,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02d
Dublin 5,2025-02-22 18:09:39,2025-02-22 07:28:13,2025-02-22 17:48:38,283.44,282.22,1013,65,,20,0.0,,2.57,,,,,801,Clouds,few clouds,02n
Dublin 5,2025-02-22 19:10:34,2025-02-22 07:28:13,2025-02-22 17:48:38,282.32,281.33,1014,71,,20,0.0,,2.06,,,,,801,Clouds,few clouds,02n
Dublin 5,2025-02-22 20:11:30,2025-02-22 07:28:13,2025-02-22 17:48:38,281.09,279.13,1014,77,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02n
Dublin 6,2025-02-22 08:00:24,2025-02-22 07:28:21,2025-02-22 17:49:03,280.97,277.96,1006,83,,20,0.08,,5.14,,,,,801,Clouds,few clouds,02d
Dublin 6,2025-02-22 09:01:19,2025-02-22 07:28:21,2025-02-22 17:49:03,282.47,280.26,1007,78,,20,0.3,,4.12,,,,,801,Clouds,few clouds,02d
Dublin 6,2025-02-22 10:02:15,2025-02-22 07:28:21,2025-02-22 17:49:03,283.21,282.23,1008,75,,20,0.61,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 6,2025-02-22 11:03:11,2025-02-22 07:28:21,2025-02-22 17:49:03,283.86,282.97,1009,76,,20,0.93,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 6,2025-02-22 12:04:06,2025-02-22 07:28:21,2025-02-22 17:49:03,284.32,283.45,1010,75,,20,1.13,,7.2,,,,,801,Clouds,few clouds,02d
Dublin 6,2025-02-22 13:05:01,2025-02-22 07:28:21,2025-02-22 17:49:03,285.33,284.41,1010,69,,40,1.14,,7.72,,,,,802,Clouds,scattered clouds,03d
Dublin 6,2025-02-22 14:05:57,2025-02-22 07:28:21,2025-02-22 17:49:03,285.78,284.77,1011,64,,75,0.92,,8.75,,,,,803,Clouds,broken clouds,04d
Dublin 6,2025-02-22 15:06:55,2025-02-22 07:28:21,2025-02-22 17:49:03,286.19,285.14,1011,61,,40,0.6,,6.17,11.32,,,,802,Clouds,scattered clouds,03d
Dublin 6,2025-02-22 16:07:50,2025-02-22 07:28:21,2025-02-22 17:49:03,285.62,284.65,1012,66,,40,0.28,,4.12,,,,,802,Clouds,scattered clouds,03d
Dublin 6,2025-02-22 17:08:45,2025-02-22 07:28:21,2025-02-22 17:49:03,285.31,284.23,1013,63,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02d
Dublin 6,2025-02-22 18:09:41,2025-02-22 07:28:21,2025-02-22 17:49:03,283.43,282.26,1013,67,,20,0.0,,2.57,,,,,801,Clouds,few clouds,02n
Dublin 6,2025-02-22 19:10:37,2025-02-22 07:28:21,2025-02-22 17:49:03,282.27,281.27,1014,70,,20,0.0,,2.06,,,,,801,Clouds,few clouds,02n
Dublin 6,2025-02-22 20:11:32,2025-02-22 07:28:21,2025-02-22 17:49:03,281.07,279.11,1014,79,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02n
Dublin 6W,2025-02-22 08:00:29,2025-02-22 07:28:31,2025-02-22 17:49:13,280.89,277.85,1006,84,,20,0.08,,5.14,,,,,801,Clouds,few clouds,02d
Dublin 6W,2025-02-22 09:01:24,2025-02-22 07:28:31,2025-02-22 17:49:13,282.32,280.08,1007,79,,20,0.3,,4.12,,,,,801,Clouds,few clouds,02d
Dublin 6W,2025-02-22 10:02:20,2025-02-22 07:28:31,2025-02-22 17:49:13,283.08,280.8,1008,76,,20,0.61,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 6W,2025-02-22 11:03:16,2025-02-22 07:28:31,2025-02-22 17:49:13,283.79,282.89,1009,76,,20,0.93,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 6W,2025-02-22 12:04:11,2025-02-22 07:28:31,2025-02-22 17:49:13,284.22,283.34,1010,75,,20,1.13,,7.2,,,,,801,Clouds,few clouds,02d
Dublin 6W,2025-02-22 13:05:06,2025-02-22 07:28:31,2025-02-22 17:49:13,285.22,284.28,1010,69,,40,1.14,,7.72,,,,,802,Clouds,scattered clouds,03d
Dublin 6W,2025-02-22 14:06:02,2025-02-22 07:28:31,2025-02-22 17:49:13,285.68,284.66,1011,64,,75,0.92,,8.75,,,,,803,Clouds,broken clouds,04d
Dublin 6W,2025-02-22 15:07:00,2025-02-22 07:28:31,2025-02-22 17:49:13,286.06,285.03,1011,62,,40,0.6,,6.17,11.32,,,,802,Clouds,scattered clouds,03d
Dublin 6W,2025-02-22 16:07:55,2025-02-22 07:28:31,2025-02-22 17:49:13,285.58,284.6,1012,66,,40,0.28,,4.12,,,,,802,Clouds,scattered clouds,03d
Dublin 6W,2025-02-22 17:08:51,2025-02-22 07:28:31,2025-02-22 17:49:13,285.22,284.13,1013,63,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02d
Dublin 6W,2025-02-22 18:09:46,2025-02-22 07:28:31,2025-02-22 17:49:13,283.35,282.18,1013,67,,20,0.0,,2.57,,,,,801,Clouds,few clouds,02n
Dublin 6W,2025-02-22 19:10:42,2025-02-22 07:28:31,2025-02-22 17:49:13,282.14,281.11,1014,71,,20,0.0,,2.06,,,,,801,Clouds,few clouds,02n
Dublin 6W,2025-02-22 20:11:37,2025-02-22 07:28:31,2025-02-22 17:49:13,280.87,278.87,1014,79,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02n
Dublin 7,2025-02-22 08:00:26,2025-02-22 07:28:34,2025-02-22 17:49:04,280.82,277.77,1006,83,,20,0.08,,5.14,,,,,801,Clouds,few clouds,02d
Dublin 7,2025-02-22 09:01:22,2025-02-22 07:28:34,2025-02-22 17:49:04,282.18,279.9,1007,79,,20,0.3,,4.12,,,,,801,Clouds,few clouds,02d
Dublin 7,2025-02-22 10:02:17,2025-02-22 07:28:34,2025-02-22 17:49:04,283.25,282.2,1008,72,,20,0.61,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 7,2025-02-22 11:03:13,2025-02-22 07:28:34,2025-02-22 17:49:04,283.8,282.88,1009,75,,20,0.93,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 7,2025-02-22 12:04:09,2025-02-22 07:28:34,2025-02-22 17:49:04,284.4,283.49,1010,73,,40,1.13,,7.2,,,,,802,Clouds,scattered clouds,03d
Dublin 7,2025-02-22 13:05:04,2025-02-22 07:28:34,2025-02-22 17:49:04,285.35,284.4,1010,68,,40,1.14,,7.72,,,,,802,Clouds,scattered clouds,03d
Dublin 7,2025-02-22 14:05:59,2025-02-22 07:28:34,2025-02-22 17:49:04,285.72,284.7,1011,64,,40,0.92,,8.75,,,,,802,Clouds,scattered clouds,03d
Dublin 7,2025-02-22 15:06:57,2025-02-22 07:28:34,2025-02-22 17:49:04,285.64,284.64,1011,65,,40,0.6,,6.17,11.32,,,,802,Clouds,scattered clouds,03d
Dublin 7,2025-02-22 16:07:52,2025-02-22 07:28:34,2025-02-22 17:49:04,285.45,284.43,1012,65,,40,0.28,,4.12,,,,,802,Clouds,scattered clouds,03d
Dublin 7,2025-02-22 17:08:48,2025-02-22 07:28:34,2025-02-22 17:49:04,285.28,284.19,1013,63,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02d
Dublin 7,2025-02-22 18:09:44,2025-02-22 07:28:34,2025-02-22 17:49:04,283.43,282.24,1013,66,,20,0.0,,2.57,,,,,801,Clouds,few clouds,02n
Dublin 7,2025-02-22 19:10:39,2025-02-22 07:28:34,2025-02-22 17:49:04,282.23,281.22,1014,71,,20,0.0,,2.06,,,,,801,Clouds,few clouds,02n
Dublin 7,2025-02-22 20:11:35,2025-02-22 07:28:34,2025-02-22 17:49:04,281.1,279.14,1014,76,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02n
Dublin 8,2025-02-22 08:00:34,2025-02-22 07:28:37,2025-02-22 17:49:10,281.04,278.04,1006,83,,20,0.08,,5.14,,,,,801,Clouds,few clouds,02d
Dublin 8,2025-02-22 09:01:29,2025-02-22 07:28:37,2025-02-22 17:49:10,282.4,280.17,1007,79,,20,0.3,,4.12,,,,,801,Clouds,few clouds,02d
Dublin 8,2025-02-22 10:02:25,2025-02-22 07:28:37,2025-02-22 17:49:10,283.53,282.56,1008,74,,20,0.61,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 8,2025-02-22 11:03:21,2025-02-22 07:28:37,2025-02-22 17:49:10,284.01,283.11,1009,75,,20,0.93,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 8,2025-02-22 12:04:16,2025-02-22 07:28:37,2025-02-22 17:49:10,284.83,284.01,1010,75,,40,1.13,,7.2,,,,,802,Clouds,scattered clouds,03d
Dublin 8,2025-02-22 13:05:11,2025-02-22 07:28:37,2025-02-22 17:49:10,285.49,284.58,1010,69,,40,1.14,,7.72,,,,,802,Clouds,scattered clouds,03d
Dublin 8,2025-02-22 14:06:07,2025-02-22 07:28:37,2025-02-22 17:49:10,285.9,284.9,1011,64,,40,0.92,,8.75,,,,,802,Clouds,scattered clouds,03d
Dublin 8,2025-02-22 15:07:05,2025-02-22 07:28:37,2025-02-22 17:49:10,285.82,284.84,1011,65,,40,0.6,,6.17,11.32,,,,802,Clouds,scattered clouds,03d
Dublin 8,2025-02-22 16:08:00,2025-02-22 07:28:37,2025-02-22 17:49:10,285.72,284.73,1012,65,,40,0.28,,4.12,,,,,802,Clouds,scattered clouds,03d
Dublin 8,2025-02-22 17:08:56,2025-02-22 07:28:37,2025-02-22 17:49:10,285.44,284.37,1013,63,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02d
Dublin 8,2025-02-22 18:09:51,2025-02-22 07:28:37,2025-02-22 17:49:10,283.6,282.42,1013,66,,20,0.0,,2.57,,,,,801,Clouds,few clouds,02n
Dublin 8,2025-02-22 19:10:47,2025-02-22 07:28:37,2025-02-22 17:49:10,282.37,281.38,1014,71,,20,0.0,,2.06,,,,,801,Clouds,few clouds,02n
Dublin 8,2025-02-22 20:11:42,2025-02-22 07:28:37,2025-02-22 17:49:10,281.34,279.43,1014,76,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02n
Dublin 9,2025-02-22 08:00:31,2025-02-22 07:28:26,2025-02-22 17:48:51,280.62,277.52,1006,83,,20,0.08,,5.14,,,,,801,Clouds,few clouds,02d
Dublin 9,2025-02-22 09:01:27,2025-02-22 07:28:26,2025-02-22 17:48:51,282.04,279.73,1007,79,,20,0.3,,4.12,,,,,801,Clouds,few clouds,02d
Dublin 9,2025-02-22 10:02:22,2025-02-22 07:28:26,2025-02-22 17:48:51,282.53,280.11,1008,74,,20,0.61,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 9,2025-02-22 11:03:18,2025-02-22 07:28:26,2025-02-22 17:48:51,283.62,282.68,1009,75,,20,0.93,,4.63,,,,,801,Clouds,few clouds,02d
Dublin 9,2025-02-22 12:04:14,2025-02-22 07:28:26,2025-02-22 17:48:51,284.05,283.08,1010,72,,40,1.13,,7.2,,,,,802,Clouds,scattered clouds,03d
Dublin 9,2025-02-22 13:05:09,2025-02-22 07:28:26,2025-02-22 17:48:51,285.32,284.34,1010,67,,40,1.14,,7.72,,,,,802,Clouds,scattered clouds,03d
Dublin 9,2025-02-22 14:06:05,2025-02-22 07:28:26,2025-02-22 17:48:51,285.61,284.58,1010,64,,40,0.92,,8.75,,,,,802,Clouds,scattered clouds,03d
Dublin 9,2025-02-22 15:07:02,2025-02-22 07:28:26,2025-02-22 17:48:51,285.52,284.48,1011,64,,40,0.6,,6.17,11.32,,,,802,Clouds,scattered clouds,03d
Dublin 9,2025-02-22 16:07:57,2025-02-22 07:28:26,2025-02-22 17:48:51,285.17,284.12,1012,65,,40,0.28,,4.12,,,,,802,Clouds,scattered clouds,03d
Dublin 9,2025-02-22 17:08:53,2025-02-22 07:28:26,2025-02-22 17:48:51,285.17,284.02,1012,61,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02d
Dublin 9,2025-02-22 18:09:49,2025-02-22 07:28:26,2025-02-22 17:48:51,283.31,282.03,1013,63,,20,0.0,,2.57,,,,,801,Clouds,few clouds,02n
Dublin 9,2025-02-22 19:10:44,2025-02-22 07:28:26,2025-02-22 17:48:51,282.18,281.16,1014,71,,20,0.0,,2.06,,,,,801,Clouds,few clouds,02n
Dublin 9,2025-02-22 20:11:40,2025-02-22 07:28:26,2025-02-22 17:48:51,280.92,278.93,1014,77,,20,0.0,,3.09,,,,,801,Clouds,few clouds,02n
