time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.87,85.23,1002.37,0.0,1.0,35.0,5.0,0.0,1.0
2024-12-01 01:00:00,13.53,87.43,1001.77,0.0,1.0,35.0,5.0,0.269797,0.962917
2024-12-01 02:00:00,13.64,86.76,1001.5,0.0,1.0,35.0,5.0,0.519584,0.854419
2024-12-01 03:00:00,13.3,86.16,1000.71,0.0,1.0,35.0,5.0,0.730836,0.682553
2024-12-01 04:00:00,12.71,86.91,1000.3,0.0,1.0,35.0,5.0,0.887885,0.460065
2024-12-01 05:00:00,11.91,89.06,1000.22,0.0,1.0,34.0,6.0,0.979084,0.203456
2024-12-01 06:00:00,11.37,89.87,1000.14,0.0,1.0,33.0,7.0,0.997669,-0.068242
2024-12-01 07:00:00,11.37,89.8,1000.15,0.0,1.0,29.0,11.0,0.942261,-0.33488
2024-12-01 08:00:00,12.0,87.38,1000.27,0.0,1.0,30.0,10.0,0.81697,-0.57668
2024-12-01 09:00:00,12.0,87.38,1000.27,0.0,1.0,30.0,10.0,0.631088,-0.775711
2024-12-01 10:00:00,12.98,82.48,1000.57,0.0,1.0,30.0,10.0,0.398401,-0.917211
2024-12-01 11:00:00,13.63,77.09,1000.59,0.0,1.0,27.0,13.0,0.136167,-0.990686
2024-12-01 12:00:00,13.03,80.18,1000.67,0.0,1.0,26.0,14.0,-0.136167,-0.990686
2024-12-01 13:00:00,13.0,78.86,1000.24,0.0,1.0,23.0,17.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.37,84.04,1000.13,0.0,1.0,26.0,14.0,-0.631088,-0.775711
2024-12-01 15:00:00,12.06,86.08,1000.15,0.0,1.0,27.0,13.0,-0.81697,-0.57668
2024-12-01 16:00:00,11.02,92.8,1000.49,0.0,1.0,27.0,13.0,-0.942261,-0.33488
2024-12-01 17:00:00,9.99,93.52,1001.13,0.0,1.0,25.0,15.0,-0.997669,-0.068242
2024-12-01 18:00:00,9.06,91.44,1001.73,0.0,1.0,25.0,15.0,-0.979084,0.203456
2024-12-01 19:00:00,8.42,90.64,1001.75,0.0,1.0,25.0,15.0,-0.887885,0.460065
2024-12-01 20:00:00,8.54,89.31,1001.56,0.0,1.0,25.0,15.0,-0.730836,0.682553
2024-12-01 21:00:00,8.81,89.52,1001.7,0.0,1.0,27.0,13.0,-0.519584,0.854419
2024-12-01 22:00:00,9.02,88.5,1001.83,0.0,1.0,27.0,13.0,-0.269797,0.962917
2024-12-01 23:00:00,9.03,89.07,1002.11,0.0,1.0,27.0,13.0,-0.0,1.0
2024-12-02 00:00:00,8.52,94.2,1003.39,0.0,0.0,26.0,14.0,0.0,1.0
2024-12-02 01:00:00,8.52,94.2,1003.39,0.0,0.0,26.0,14.0,0.269797,0.962917
2024-12-02 02:00:00,7.8,90.89,1005.3,0.0,0.0,26.0,14.0,0.519584,0.854419
2024-12-02 03:00:00,7.8,90.89,1005.3,0.0,0.0,26.0,14.0,0.730836,0.682553
2024-12-02 04:00:00,6.4,87.05,1006.3,0.0,0.0,26.0,14.0,0.887885,0.460065
2024-12-02 05:00:00,6.28,85.97,1007.39,0.0,0.0,24.0,16.0,0.979084,0.203456
2024-12-02 06:00:00,6.47,84.16,1008.2,0.0,0.0,23.0,17.0,0.997669,-0.068242
2024-12-02 07:00:00,5.13,86.89,1009.47,0.0,0.0,19.0,21.0,0.942261,-0.33488
2024-12-02 08:00:00,4.72,87.79,1010.43,0.0,0.0,17.0,23.0,0.81697,-0.57668
