time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.87,85.23,1002.37,0.0,1.0,3.0,27.0,0.0,1.0
2024-12-01 01:00:00,13.53,87.43,1001.77,0.0,1.0,4.0,26.0,0.269797,0.962917
2024-12-01 02:00:00,13.64,86.76,1001.5,0.0,1.0,4.0,26.0,0.519584,0.854419
2024-12-01 03:00:00,13.3,86.16,1000.71,0.0,1.0,5.0,25.0,0.730836,0.682553
2024-12-01 04:00:00,12.71,86.91,1000.3,0.0,1.0,5.0,25.0,0.887885,0.460065
2024-12-01 05:00:00,11.91,89.06,1000.22,0.0,1.0,4.0,26.0,0.979084,0.203456
2024-12-01 06:00:00,11.37,89.89,1000.14,0.0,1.0,2.0,28.0,0.997669,-0.068242
2024-12-01 07:00:00,11.22,89.75,1000.15,0.0,1.0,1.0,29.0,0.942261,-0.33488
2024-12-01 08:00:00,11.83,87.26,1000.31,0.0,1.0,1.0,29.0,0.81697,-0.57668
2024-12-01 09:00:00,11.8,87.64,1000.41,0.0,1.0,0.0,30.0,0.631088,-0.775711
2024-12-01 10:00:00,11.8,87.64,1000.41,0.0,1.0,0.0,30.0,0.398401,-0.917211
2024-12-01 11:00:00,12.82,80.87,1000.64,0.0,1.0,0.0,30.0,0.136167,-0.990686
2024-12-01 12:00:00,12.82,80.87,1000.64,0.0,1.0,0.0,30.0,-0.136167,-0.990686
2024-12-01 13:00:00,12.76,80.27,1000.29,0.0,1.0,0.0,30.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.38,83.15,1000.15,0.0,1.0,2.0,28.0,-0.631088,-0.775711
2024-12-01 15:00:00,11.88,87.36,1000.22,0.0,1.0,1.0,29.0,-0.81697,-0.57668
2024-12-01 16:00:00,11.24,91.21,1000.34,0.0,1.0,0.0,30.0,-0.942261,-0.33488
2024-12-01 17:00:00,9.68,93.09,1001.35,0.0,1.0,0.0,30.0,-0.997669,-0.068242
