time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.92,84.74,1002.44,0.0,1.0,20.0,10.0,0.0,1.0
2024-12-01 01:00:00,13.92,84.74,1002.44,0.0,1.0,20.0,10.0,0.269797,0.962917
2024-12-01 02:00:00,13.92,84.74,1002.44,0.0,1.0,20.0,10.0,0.519584,0.854419
2024-12-01 03:00:00,12.25,88.14,1000.22,0.0,1.0,20.0,11.0,0.730836,0.682553
2024-12-01 04:00:00,12.25,88.14,1000.22,0.0,1.0,20.0,11.0,0.887885,0.460065
2024-12-01 05:00:00,12.25,88.14,1000.22,0.0,1.0,20.0,11.0,0.979084,0.203456
2024-12-01 06:00:00,11.3,89.79,1000.13,0.0,1.0,22.0,9.0,0.997669,-0.068242
2024-12-01 07:00:00,11.29,89.82,1000.16,0.0,1.0,25.0,6.0,0.942261,-0.33488
2024-12-01 08:00:00,11.73,86.48,1000.34,0.0,1.0,30.0,1.0,0.81697,-0.57668
2024-12-01 09:00:00,11.73,86.48,1000.34,0.0,1.0,30.0,1.0,0.631088,-0.775711
2024-12-01 10:00:00,12.74,83.78,1000.56,0.0,1.0,30.0,1.0,0.398401,-0.917211
2024-12-01 11:00:00,13.55,78.84,1000.6,0.0,1.0,30.0,1.0,0.136167,-0.990686
2024-12-01 12:00:00,12.85,80.96,1000.62,0.0,1.0,28.0,3.0,-0.136167,-0.990686
2024-12-01 13:00:00,12.77,80.18,1000.27,0.0,1.0,29.0,2.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.37,83.14,1000.14,0.0,1.0,29.0,2.0,-0.631088,-0.775711
2024-12-01 15:00:00,12.06,86.08,1000.15,0.0,1.0,29.0,2.0,-0.81697,-0.57668
2024-12-01 16:00:00,11.02,92.8,1000.49,0.0,1.0,30.0,1.0,-0.942261,-0.33488
2024-12-01 17:00:00,9.99,93.52,1001.13,0.0,1.0,29.0,2.0,-0.997669,-0.068242
2024-12-01 18:00:00,9.06,91.44,1001.73,0.0,1.0,25.0,6.0,-0.979084,0.203456
2024-12-01 19:00:00,8.41,90.56,1001.72,0.0,1.0,22.0,9.0,-0.887885,0.460065
2024-12-01 20:00:00,8.41,90.56,1001.72,0.0,1.0,22.0,9.0,-0.730836,0.682553
2024-12-01 21:00:00,9.03,88.19,1001.76,0.0,1.0,21.0,10.0,-0.519584,0.854419
2024-12-01 22:00:00,9.03,88.19,1001.76,0.0,1.0,21.0,10.0,-0.269797,0.962917
2024-12-01 23:00:00,9.03,88.19,1001.76,0.0,1.0,21.0,10.0,-0.0,1.0
2024-12-02 00:00:00,8.52,94.2,1003.39,0.0,0.0,20.0,11.0,0.0,1.0
2024-12-02 01:00:00,8.52,94.2,1003.39,0.0,0.0,20.0,11.0,0.269797,0.962917
2024-12-02 02:00:00,8.52,94.2,1003.39,0.0,0.0,20.0,11.0,0.519584,0.854419
2024-12-02 03:00:00,6.17,86.66,1007.03,0.0,0.0,20.0,11.0,0.730836,0.682553
2024-12-02 04:00:00,6.17,86.66,1007.03,0.0,0.0,20.0,11.0,0.887885,0.460065
2024-12-02 05:00:00,6.17,86.66,1007.03,0.0,0.0,20.0,11.0,0.979084,0.203456
2024-12-02 06:00:00,6.48,84.56,1008.22,0.0,0.0,21.0,10.0,0.997669,-0.068242
2024-12-02 07:00:00,5.54,85.54,1009.05,0.0,0.0,25.0,6.0,0.942261,-0.33488
2024-12-02 08:00:00,4.77,87.74,1010.26,0.0,0.0,26.0,4.0,0.81697,-0.57668
2024-12-02 09:00:00,4.63,87.26,1011.73,0.0,0.0,25.0,5.0,0.631088,-0.775711
2024-12-02 10:00:00,5.27,81.53,1012.5,0.0,0.0,30.0,1.0,0.398401,-0.917211
2024-12-02 11:00:00,6.11,73.49,1013.25,0.0,0.0,31.0,0.0,0.136167,-0.990686
2024-12-02 12:00:00,6.2,70.68,1013.34,0.0,0.0,31.0,0.0,-0.136167,-0.990686
2024-12-02 13:00:00,6.18,68.64,1013.97,0.0,0.0,30.0,0.0,-0.398401,-0.917211
2024-12-02 14:00:00,5.92,68.82,1014.23,0.0,0.0,28.0,3.0,-0.631088,-0.775711
2024-12-02 15:00:00,5.33,68.76,1014.72,0.0,0.0,28.0,2.0,-0.81697,-0.57668
2024-12-02 16:00:00,3.87,71.44,1015.19,0.0,0.0,30.0,1.0,-0.942261,-0.33488
2024-12-02 17:00:00,3.01,81.21,1015.59,0.0,0.0,29.0,2.0,-0.997669,-0.068242
2024-12-02 18:00:00,1.9,85.43,1015.64,0.0,0.0,28.0,2.0,-0.979084,0.203456
2024-12-02 19:00:00,1.56,89.59,1015.89,0.0,0.0,26.0,6.0,-0.887885,0.460065
2024-12-02 20:00:00,1.79,89.33,1015.92,0.0,0.0,20.0,11.0,-0.730836,0.682553
2024-12-02 21:00:00,1.79,89.33,1015.92,0.0,0.0,20.0,11.0,-0.519584,0.854419
2024-12-02 22:00:00,1.79,89.33,1015.92,0.0,0.0,20.0,11.0,-0.269797,0.962917
2024-12-02 23:00:00,-0.94,94.75,1016.61,0.0,0.0,16.0,15.0,-0.0,1.0
2024-12-03 00:00:00,-0.94,94.75,1016.61,0.0,0.0,16.0,15.0,0.0,1.0
2024-12-03 01:00:00,-0.94,94.75,1016.61,0.0,0.0,16.0,15.0,0.269797,0.962917
