time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.89,84.97,1002.45,0.0,1.0,34.0,6.0,0.0,1.0
2024-12-01 01:00:00,13.89,84.97,1002.45,0.0,1.0,34.0,6.0,0.269797,0.962917
2024-12-01 02:00:00,13.66,87.18,1001.58,0.0,1.0,34.0,6.0,0.519584,0.854419
2024-12-01 03:00:00,13.66,87.18,1001.58,0.0,1.0,34.0,6.0,0.730836,0.682553
2024-12-01 04:00:00,12.25,88.14,1000.22,0.0,1.0,34.0,6.0,0.887885,0.460065
2024-12-01 05:00:00,12.25,88.14,1000.22,0.0,1.0,34.0,6.0,0.979084,0.203456
2024-12-01 06:00:00,12.25,88.14,1000.22,0.0,1.0,34.0,6.0,0.997669,-0.068242
2024-12-01 07:00:00,11.2,89.45,1000.13,0.0,1.0,34.0,6.0,0.942261,-0.33488
2024-12-01 08:00:00,11.78,89.1,1000.27,0.0,1.0,32.0,8.0,0.81697,-0.57668
2024-12-01 09:00:00,12.39,87.46,1000.47,0.0,1.0,32.0,8.0,0.631088,-0.775711
2024-12-01 10:00:00,12.39,87.46,1000.47,0.0,1.0,32.0,8.0,0.398401,-0.917211
2024-12-01 11:00:00,13.55,78.84,1000.6,0.0,1.0,35.0,5.0,0.136167,-0.990686
2024-12-01 12:00:00,12.85,80.96,1000.62,0.0,1.0,34.0,6.0,-0.136167,-0.990686
2024-12-01 13:00:00,12.77,80.18,1000.27,0.0,1.0,29.0,11.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.37,83.14,1000.14,0.0,1.0,28.0,12.0,-0.631088,-0.775711
2024-12-01 15:00:00,12.06,86.08,1000.15,0.0,1.0,29.0,11.0,-0.81697,-0.57668
2024-12-01 16:00:00,11.02,92.8,1000.49,0.0,1.0,27.0,13.0,-0.942261,-0.33488
2024-12-01 17:00:00,9.99,93.52,1001.13,0.0,1.0,29.0,11.0,-0.997669,-0.068242
2024-12-01 18:00:00,9.06,91.44,1001.73,0.0,1.0,29.0,11.0,-0.979084,0.203456
2024-12-01 19:00:00,8.42,90.64,1001.75,0.0,1.0,30.0,10.0,-0.887885,0.460065
