time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.87,85.23,1002.37,0.0,1.0,8.0,22.0,0.0,1.0
2024-12-01 01:00:00,13.53,87.43,1001.77,0.0,1.0,8.0,22.0,0.269797,0.962917
2024-12-01 02:00:00,13.64,86.76,1001.5,0.0,1.0,8.0,22.0,0.519584,0.854419
2024-12-01 03:00:00,13.39,86.19,1000.96,0.0,1.0,8.0,22.0,0.730836,0.682553
2024-12-01 04:00:00,13.39,86.19,1000.96,0.0,1.0,8.0,22.0,0.887885,0.460065
2024-12-01 05:00:00,12.25,88.14,1000.22,0.0,1.0,8.0,22.0,0.979084,0.203456
2024-12-01 06:00:00,11.37,89.89,1000.14,0.0,1.0,8.0,22.0,0.997669,-0.068242
2024-12-01 07:00:00,11.22,89.75,1000.15,0.0,1.0,9.0,21.0,0.942261,-0.33488
2024-12-01 08:00:00,11.83,87.26,1000.31,0.0,1.0,6.0,24.0,0.81697,-0.57668
2024-12-01 09:00:00,12.17,87.61,1000.44,0.0,1.0,1.0,29.0,0.631088,-0.775711
2024-12-01 10:00:00,12.79,83.66,1000.56,0.0,1.0,1.0,29.0,0.398401,-0.917211
2024-12-01 11:00:00,13.55,78.37,1000.6,0.0,1.0,1.0,29.0,0.136167,-0.990686
2024-12-01 12:00:00,12.85,80.96,1000.62,0.0,1.0,4.0,26.0,-0.136167,-0.990686
2024-12-01 13:00:00,12.77,80.18,1000.27,0.0,1.0,2.0,28.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.32,83.68,1000.15,0.0,1.0,2.0,28.0,-0.631088,-0.775711
2024-12-01 15:00:00,12.32,83.68,1000.15,0.0,1.0,2.0,28.0,-0.81697,-0.57668
2024-12-01 16:00:00,11.07,92.13,1000.45,0.0,1.0,3.0,27.0,-0.942261,-0.33488
2024-12-01 17:00:00,10.03,93.64,1001.11,0.0,1.0,5.0,25.0,-0.997669,-0.068242
2024-12-01 18:00:00,8.8,90.93,1001.77,0.0,1.0,8.0,22.0,-0.979084,0.203456
2024-12-01 19:00:00,8.39,90.68,1001.72,0.0,1.0,8.0,22.0,-0.887885,0.460065
2024-12-01 20:00:00,8.55,89.49,1001.55,0.0,1.0,8.0,22.0,-0.730836,0.682553
2024-12-01 21:00:00,8.84,89.63,1001.64,0.0,1.0,9.0,21.0,-0.519584,0.854419
2024-12-01 22:00:00,9.02,88.45,1001.85,0.0,1.0,10.0,20.0,-0.269797,0.962917
