time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.89,84.97,1002.45,0.0,1.0,0.0,40.0,0.0,1.0
2024-12-01 01:00:00,13.89,84.97,1002.45,0.0,1.0,0.0,40.0,0.269797,0.962917
2024-12-01 02:00:00,13.89,84.97,1002.45,0.0,1.0,0.0,40.0,0.519584,0.854419
2024-12-01 03:00:00,12.25,88.14,1000.22,0.0,1.0,0.0,40.0,0.730836,0.682553
2024-12-01 04:00:00,12.25,88.14,1000.22,0.0,1.0,0.0,40.0,0.887885,0.460065
2024-12-01 05:00:00,12.25,88.14,1000.22,0.0,1.0,0.0,40.0,0.979084,0.203456
2024-12-01 06:00:00,12.25,88.14,1000.22,0.0,1.0,0.0,40.0,0.997669,-0.068242
2024-12-01 07:00:00,11.26,89.74,1000.14,0.0,1.0,2.0,38.0,0.942261,-0.33488
2024-12-01 08:00:00,11.83,87.26,1000.31,0.0,1.0,2.0,38.0,0.81697,-0.57668
2024-12-01 09:00:00,12.17,87.61,1000.44,0.0,1.0,2.0,38.0,0.631088,-0.775711
2024-12-01 10:00:00,12.79,83.66,1000.56,0.0,1.0,6.0,34.0,0.398401,-0.917211
2024-12-01 11:00:00,13.55,78.37,1000.6,0.0,1.0,8.0,32.0,0.136167,-0.990686
2024-12-01 12:00:00,12.85,80.96,1000.62,0.0,1.0,7.0,33.0,-0.136167,-0.990686
2024-12-01 13:00:00,12.8,79.97,1000.28,0.0,1.0,3.0,37.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.37,83.14,1000.14,0.0,1.0,2.0,38.0,-0.631088,-0.775711
2024-12-01 15:00:00,12.16,85.33,1000.15,0.0,1.0,1.0,39.0,-0.81697,-0.57668
2024-12-01 16:00:00,12.16,85.33,1000.15,0.0,1.0,1.0,39.0,-0.942261,-0.33488
2024-12-01 17:00:00,9.62,92.88,1001.39,0.0,1.0,1.0,39.0,-0.997669,-0.068242
2024-12-01 18:00:00,9.51,92.26,1001.5,0.0,1.0,1.0,39.0,-0.979084,0.203456
2024-12-01 19:00:00,9.51,92.26,1001.5,0.0,1.0,1.0,39.0,-0.887885,0.460065
2024-12-01 20:00:00,8.51,89.09,1001.57,0.0,1.0,1.0,39.0,-0.730836,0.682553
2024-12-01 21:00:00,8.78,89.9,1001.67,0.0,1.0,1.0,38.0,-0.519584,0.854419
2024-12-01 22:00:00,9.02,88.27,1001.82,0.0,1.0,2.0,38.0,-0.269797,0.962917
2024-12-01 23:00:00,9.02,88.27,1001.82,0.0,1.0,2.0,38.0,-0.0,1.0
2024-12-02 00:00:00,8.52,94.2,1003.39,0.0,0.0,2.0,38.0,0.0,1.0
2024-12-02 01:00:00,8.43,89.02,1004.0,0.0,0.0,2.0,38.0,0.269797,0.962917
2024-12-02 02:00:00,8.04,91.29,1004.79,0.0,0.0,2.0,38.0,0.519584,0.854419
2024-12-02 03:00:00,7.59,88.56,1005.5,0.0,0.0,2.0,38.0,0.730836,0.682553
2024-12-02 04:00:00,6.19,86.21,1006.71,0.0,0.0,2.0,38.0,0.887885,0.460065
2024-12-02 05:00:00,6.25,85.8,1007.47,0.0,0.0,2.0,38.0,0.979084,0.203456
2024-12-02 06:00:00,6.34,83.61,1008.38,0.0,0.0,2.0,38.0,0.997669,-0.068242
2024-12-02 07:00:00,5.33,86.21,1009.26,0.0,0.0,0.0,40.0,0.942261,-0.33488
2024-12-02 08:00:00,4.72,87.79,1010.43,0.0,0.0,0.0,40.0,0.81697,-0.57668
2024-12-02 09:00:00,4.64,87.21,1011.79,0.0,0.0,0.0,40.0,0.631088,-0.775711
2024-12-02 10:00:00,5.31,81.66,1012.56,0.0,0.0,3.0,37.0,0.398401,-0.917211
2024-12-02 11:00:00,5.31,81.66,1012.56,0.0,0.0,3.0,37.0,0.136167,-0.990686
2024-12-02 12:00:00,6.22,72.86,1013.4,0.0,0.0,17.0,23.0,-0.136167,-0.990686
2024-12-02 13:00:00,6.17,68.59,1013.98,0.0,0.0,14.0,26.0,-0.398401,-0.917211
2024-12-02 14:00:00,5.9,68.8,1014.27,0.0,0.0,11.0,29.0,-0.631088,-0.775711
2024-12-02 15:00:00,5.36,68.51,1014.67,0.0,0.0,10.0,30.0,-0.81697,-0.57668
2024-12-02 16:00:00,3.61,73.36,1015.23,0.0,0.0,13.0,27.0,-0.942261,-0.33488
2024-12-02 17:00:00,2.97,81.59,1015.62,0.0,0.0,12.0,28.0,-0.997669,-0.068242
2024-12-02 18:00:00,1.94,85.26,1015.66,0.0,0.0,15.0,25.0,-0.979084,0.203456
2024-12-02 19:00:00,1.67,89.69,1015.91,0.0,0.0,17.0,23.0,-0.887885,0.460065
2024-12-02 20:00:00,1.79,89.33,1015.92,0.0,0.0,17.0,23.0,-0.730836,0.682553
2024-12-02 21:00:00,1.11,91.87,1016.06,0.0,0.0,16.0,24.0,-0.519584,0.854419
2024-12-02 22:00:00,0.79,93.08,1016.43,0.0,0.0,17.0,23.0,-0.269797,0.962917
2024-12-02 23:00:00,-0.26,93.92,1016.43,0.0,0.0,17.0,23.0,-0.0,1.0
2024-12-03 00:00:00,-1.08,94.98,1016.57,0.0,0.0,17.0,23.0,0.0,1.0
2024-12-03 01:00:00,-1.45,96.75,1016.1,0.0,0.0,17.0,23.0,0.269797,0.962917
2024-12-03 02:00:00,-1.79,96.63,1015.97,0.0,0.0,17.0,23.0,0.519584,0.854419
